_id,session_id,user_id,task_id,session_start_time,session_end_time,__v
65fffa1cc88a726268bec2ba,44a6f91c-ea2d-4ce8-982b-edfb4be4a74f,8e9abc21-7629-498f-a17f-8775ef5f0387,task1,2024-03-24 09:59:35,2024-03-24 10:02:03.909,0
65fffae8c88a726268bec2c2,b9fa1167-5c91-4e1b-af83-fc04728def63,8e9abc21-7629-498f-a17f-8775ef5f0387,task2,2024-03-24 10:04:29,2024-03-24 10:05:27.402,0
65fffb87c88a726268bec2ca,9048d519-5e00-4eca-bbd7-c49990fe9661,8e9abc21-7629-498f-a17f-8775ef5f0387,task4,2024-03-24 10:06:18,2024-03-24 10:08:06.980,0
65fffcb8c88a726268bec2d2,23ddc93a-b8fc-4d2e-961e-a37625ab2de5,8e9abc21-7629-498f-a17f-8775ef5f0387,task3,2024-03-24 10:11:42,2024-03-24 10:13:04.225,0
65fffcb8c88a726268bec2d4,23ddc93a-b8fc-4d2e-961e-a37625ab2de5,8e9abc21-7629-498f-a17f-8775ef5f0387,task3,2024-03-24 10:11:42,2024-03-24 10:13:11.091,0
66000222e6ccc62f82a3227f,21aa356a-3a1c-43fd-8bcf-04f5027deb60,b317fef8-c92f-4535-bd04-c19a522b55cb,task2,2024-03-24 10:31:46,2024-03-24 10:36:17.666,0
66000589e6ccc62f82a3228d,1c4c4288-1bea-43c9-89f8-0372b5842ba0,b317fef8-c92f-4535-bd04-c19a522b55cb,task3,2024-03-24 10:41:43,2024-03-24 10:50:48.075,0
660006fee6ccc62f82a32297,b6145f17-502b-4c05-aa19-4a8d5ec1b841,b317fef8-c92f-4535-bd04-c19a522b55cb,task1,2024-03-24 10:53:35,2024-03-24 10:57:01.597,0
66000831e6ccc62f82a322a1,7a54c49b-54a7-471d-9016-b1a725a79116,b317fef8-c92f-4535-bd04-c19a522b55cb,task4,2024-03-24 10:59:51,2024-03-24 11:02:08.600,0
660019b858ea0c299cd8fff7,47a9e071-ef53-4734-a857-298c17d592e2,b1c82031-919e-4d06-bdcf-d39a5f4fd571,task3,2024-03-24 12:15:25,2024-03-24 12:16:55.631,0
66001a9558ea0c299cd90003,d768ebf3-2bc2-4c61-ba84-59b59496544b,b1c82031-919e-4d06-bdcf-d39a5f4fd571,task4,2024-03-24 12:19:15,2024-03-24 12:20:37.710,0
66001b6558ea0c299cd9000d,19630f6c-485f-4318-a92d-9ba7cf54a308,b1c82031-919e-4d06-bdcf-d39a5f4fd571,task2,2024-03-24 12:22:53,2024-03-24 12:24:05.696,0
66001c5558ea0c299cd90019,368b1efb-d3d0-4f0b-9a25-42ec073754fd,b1c82031-919e-4d06-bdcf-d39a5f4fd571,task1,2024-03-24 12:24:44,2024-03-24 12:28:06.138,0
